
57 | Piaget, Jean | El lenguaje y el pensamiento en el niño | Buenos Aires | Guadalupe | 1983 | DESARROLLO DEL LENGUAJE ';; 'DESARROLLO COGNOSCITIVO ';; 'TECNICAS DIDACTICAS ';; 'PSICOLOGIA EVOLUTIVA ';; 'COMUNICACION VERBAL | 950-500-070-7
107318 |  | Carpeta de actividades | Buenos Aires | Ministerio de Cultura y Educación | [1997] | RECTORES ';; 'CURSOS DE PERFECCIONAMIENTO ';; 'FORMACION DE DOCENTES | 
###
 | Antelo, Estanislao | El renegar de la escuela | Rosario | Homo Sapiens | 2000 | DISCIPLINA ';; 'SISTEMA DISCIPLINARIO ';; 'NECESIDADES DEL ALUMNO ';; 'INTERES ';; 'MOTIVACION DEL ALUMNO ';; 'RELACION ALUMNO-DOCENTE ';; 'AMBIENTE DE LA CLASE ';; 'PAPEL DEL ALUMNO ';; 'PAPEL DE LA ESCUELA ';; 'PRAXIS EDUCATIVA ';; 'VIOLENCIA | 950-808-269-0
###
 | Rosbaco, Inés Cristina | El desnutrido escolar | Rosario | Homo Sapiens | 2000 | PROCESO DE APRENDIZAJE ';; 'DIFICULTADES EN EL APRENDIZAJE ';; 'RELACION PADRES-HIJOS ';; 'IDENTIFICACION ';; 'PAPEL DE LA ESCUELA ';; 'PSICOLOGIA DE LA EDUCACION ';; 'IDENTIDAD ';; 'POBREZA | 950-808-262-3
###
 | Devries, Rheta | Ambiente sociomoral en el aula | Buenos Aires | Aique | 1999 | EDUCACION MORAL ';; 'CONSTRUCTIVISMO ';; 'AMBIENTE DE LA CLASE ';; 'PSICOLOGIA EVOLUTIVA ';; 'RELACION ALUMNO-DOCENTE ';; 'RELACIONES ENTRE PARES ';; 'INTERACCION SOCIAL ';; 'DISCIPLINA ';; 'ACTIVIDADES ';; 'ROL DEL DOCENTE | 950-701-625-2
###
107361 | Burgos, Noemí E. | Nuevos sentidos en la didáctica y el currículum en el nivel inicial | Rosario | Homo Sapiens  | 1998 | DIDACTICA ';; 'CURRICULO ';; 'ENSENANZA DE LAS CIENCIAS SOCIALES ';; 'ENSENANZA DE LAS MATEMATICAS ';; 'ENSENANZA DE LA LENGUA ';; 'EDUCACION ARTISTICA | 950-808-215-1
###
107362 | Puiggrós, Adriana | Educar | Buenos Aires | Ariel | 1999 | POLITICA EDUCATIVA ';; 'ESTADO Y EDUCACION ';; 'PARTICIPACION DE LA COMUNIDAD | 950-9122-64-5
###
107376 | Czarny, Marcela | La escuela en internet, internet en la escuela | Rosario | Homo Sapiens  | 2000 | INICIACION A LA INFORMATICA ';; 'TECNOLOGIA EDUCATIVA ';; 'DOCENTES ';; 'ACTIVIDADES DE APRENDIZAJE ';; 'MEDIOS DE COMUNICACION ';; 'BUSQUEDA DE INFORMACION ';; 'SISTEMAS DE INFORMACION ';; 'TECNOLOGIA DE LA INFORMACION | 950-808-270-4
###
 | Rodríguez Moneo, María | Conocimiento previo y cambio conceptual | Buenos Aires | Aique | 1999 | PROCESO COGNOSCITIVO ';; 'PROCESO DEL PENSAMIENTO ';; 'FORMACION DE CONCEPTOS ';; 'PSICOLOGIA DE LA EDUCACION ';; 'PROCESO DE APRENDIZAJE | 950-701-576-0
###
107390 | Famiglietti Secchi, María | Didáctica y metodología de la educación tecnológica | Rosario | Homo Sapiens | 2000 |  | 950-808-223-2
###
 |  | Cuestiones de didáctica de la matemática | Rosario | Homo Sapiens  | 1997 | ENSENANZA DE LAS MATEMATICAS ';; 'PROCESO COGNOSCITIVO ';; 'FORMACION DE CONCEPTOS ';; 'PSICOLOGIA DE LA EDUCACION ';; 'SOLUCION DE PROBLEMAS ';; 'CUBA | 950-808-173-2
###
107400 | Daviña, Lila R. | Adquisición de la lectoescritura | Rosario | Homo Sapiens  | 1999 | ENSENANZA DE LA LENGUA ';; 'METODOS DE ENSENANZA ';; 'PSICOLOGIA DE LA EDUCACION ';; 'TEORIAS DEL APRENDIZAJE ';; 'CONSTRUCTIVISMO ';; 'LIBROS DE LECTURA | 950-808-237-2
###
107419 |  | Manual Bonaerense 4 | Buenos Aires | Aique | 1999 | LIBROS DE TEXTO ';; 'ENSENANZA DE LA LENGUA ';; 'ENSENANZA DE LAS CIENCIAS SOCIALES ';; 'ENSENANZA DE LAS MATEMATICAS ';; 'ACTIVIDADES DE APRENDIZAJE | 
###
 | Borsani, María José | Accesibilidad  educativa en la secundaria | Rosario | Homo Sapiens | 2023 | EDUCACION SECUNDARIA ';; 'CONSTRUCTIVISMO | 978-987-771-187-5
###
 |  | Formación ciudadana: Etica y Valores | Montevideo | Arquetipo Grupo Editorial | 2013 | FORMACION ETICA Y CIUDADANA ';; 'VALORES ';; 'DERECHOS HUMANOS ';; 'ACTITUD SOCIAL | 978-9974-706-25-5
###
 | Borges, Jorge Luis | Cuentos | Buenos Aires | Kapelusz | 1998 | LITERATURA ARGENTINA ';; 'CUENTO FANTASTICO | 950-13-2301-3
###
 | Gradin, Mariano | El buen amor | Buenos Aires | Lenga | 2000 | LITERATURA ARGENTINA | 
###
 |  | Programación profesional con Visual Basic | Madrid | Ayala | [1997] |  | 
###
 |  | Leonardo da Vinci | Barcelona | Paraninfo | 2003 | EDUCACION ARTISTICA | 
###
 |  | Cuenca del Caribe | San José, Costa Rica | El Instituto | 1986 | GEOGRAFIA | 
###
 |  | Planisferio | Buenos Aires | Kapelusz | 1997 | GEOGRAFIA | 
###
 |  | El mundo del siglo XVI | Chicago | Replogle Globes | 1997 | SIGLO DIECISEIS ';; 'HISTORIA POLITICA ';; 'GEOGRAFIA | 84-456-45-x
###
 |  | Costa Rica | San José | Recope | 1999 | ENSENANZA DE LAS CIENCIAS SOCIALES | 
###
 |  | Enciclopedia multimedia Aula Abierta  | Buenos Aires | El Péndulo | 1997 | EDUCACION ';; 'ENCICLOPEDIAS | 
###
 |  | Mapa de recursos minerales de Costa Rica | [San José], Costa Rica | UNED | 1982 | GEOGRAFIA | 
###
 | García, Karina | Habilidades del siglo XXI | Ciudad Autónoma de Buenos Aires |  |  | APRENDIZAJE ESCOLAR ';; 'TECNICAS DE ENSENANZA | 978.987-667-340-2
###
 | Kuhman, Friederich | Sonatina, op, 55, no. 1 | Nueva York | Schiremer | 1983 | PARTITURAS ';; 'MUSICA PARA PIANO | 
###
 | Devaus, Jules | To arms! | Nueva York | Lenga | 1977 | MUSICA PARA PIANO ';; 'PARTITURAS | 
###
 | Strauss, Johann | Leyendas de los bosques de Viena | Madrid | Música moderna | [19--] | MUSICA PARA PIANO ';; 'PARTITURAS | 
###
 |  | The world of ballet | San José [Costa Rica] | Indica | 1973 | MUSICA PARA PIANO ';; 'MUSICA CLASICA | 
###
 | Beethoven, Ludwing van | Sonatina para piano | Heredia, Costa Rica | Biblioteca Joaquín García Monge. Sección de Audiovisuales | 1987 | MUSICA PARA PIANO | 
###
 |  | La gallinita sabia | Chicago | Coronet Film | [1950] |  | 
###
57 |  | Jardines internos y externos | Buenos Aires | Neumen | 2002 | ECOLOGIA ';; 'JARDINERIA | 
###
 |  | Formación ciudadana: Etica y Valores | Montevideo | Arquetipo Grupo editorial | 2013 | FORMACION ETICA Y CIUDADANA ';; 'VALORES UNIVERSALES ';; 'DERECHOS HUMANOS ';; 'SOCIEDAD ';; 'MEDIO AMBIENTE | 978-9974-706-26-2
###
 | Posse, Beatriz Elena | La situación económica en la Argentina | Buenos Aires | Lenga | 2002 | ECONOMIA ';; 'PRODUCCION | 950-568-695-X
###
53 |  | La Rioja | La Rioja | La Librería | 1999 | TURISMO | 950-24-8803-7
###
 | Conte, Oscar | Cuentos de Lanús | Buenos Aires | Lenga | 1997 | LITERATURA ARGENTINA | 
###
 | Valmalla, Leonor | Macetas de cerámica y de plástico |  |  |  | JARDINERIA | 
###
 |  | Abonos orgánicos |  |  |  | JARDINERIA | 
###
57 |  | Te amo! |  |  |  | LITERATURA ARGENTNA | 
###
 | Horn, Emily | Disculpe... Es usted una bruja? | CABA | Norma | 2025 | LITERATURA  INFANTIL Y JUVENIL ';; 'LITERATURA AUSTRALIANA ';; 'CUENTO | 978-987-545-861-1
###
 |  | Energía y ecología | Buenos Aires | Fundación Cuidar | 1996 | ENERGIA ';; 'PRODUCCION ';; 'ECOLOGIA | 
###
 |  | Mapa de recursos minerales de Costa Rica | [San José], Costa Rica | UNED | 1982 |  | 
###
 | Beraldi, Jorge | Mariposas azules |  |  | 2002 | FOTOGRAFIA | 
###
 | Brown, Cecilia | Jardín en macetas |  |  |  | JARDINERIA | 
###
 | Vargas, Ruperto | Jardines persas |  |  |  | JARDINERIA | 
###
 |  | Guía interactiva de la naturaleza y del medio ambiente |  |  |  | ECOLOGIA ';; 'MEDIO AMBIENTE | 
###
 | Quiroga, Horacio | Cuentos de amor de locura y de muerte | Buenos Aires | Sony | 2000 | LITERATURA | 
###
 | Bach, Richard | Juan Salvador Gaviota | Montevideo | Crunre | 2000 | LITERATURA | 
###
 | Granados, Manuel | Didáctico de la guitarra flamenca | Barcelona | Ventilador Edicions | c1995 | EDUCACION ARTISTICA ';; 'EDUCACION MUSICAL | 
###
 | Beraldi, Jorge | Mendoza | Mendoza | Lenga | 2003 | MUSEOS ';; 'IDENTIDAD ';; 'FOTOGRAFIA | 
###
 |  | La novicia rebelde | California | Twentieth Century-Fox Film Corp. | 1965 |  | 
###
 |  | Bibliotecas y escuelas | Salta | Pizarra | 2001 | BIBLIOTECOLOGIA ';; 'ESCUELAS | 
###
 | Fallas, Mauricio | Los comics en las bibliotecas escolares |  |  |  |  | 
###
 |  | Pop | London | PolyGram | 1997 | MUSICA POP | 
###
 |  | El mago de Oz | Madrid | Warner Home Video | 1992 | AMISTAD ';; 'PELICULA PARA NINOS | 
###
 |  | Star wars | Madrid | Twentieth Century-Fox España | c1977 | CIENCIA FICCION ';; 'AVENTURAS | 
###
 |  | Dumbo | Buenos Aires | Walt Disney Home Video | 2001 | CIRCO | 
###
 |  | Bambi | Buenos Aires | Walt Disney Home Video | 1999 |  | 
###
 |  | Muy interesante | Buenos Aires | Producciones García Ferré | 1986- | CIENCIA Y TECNOLOGIA | 
###
 |  | Referencias | Buenos Aires | ABGRA | 1994- | CIENCIAS DE LA INFORMACION | 
###
 |  | Rompecabezas de la ciudad de Buenos Aires | Buenos Aires | HEM producciones | 2003 | JUEGO DIDACTICO | 
###
 | Staffora, Oscar | Las cuatro estaciones del alma |  |  | 2002 |  | 
###
 | Inzúa, Juan Pablo | [Piedras de Humahuaca] |  |  | 2003 | GEOLOGIA | 
###
 | Fallas, Mauricio | [Iglesias de Salta] |  |  | 2003 | IGLESIAS | 
###
 | Flesca, Gerardo | Cuentos de vida | Buenos Aires | Lenga | 2003 | LITERATURA ARGENTINA | 
###
 | Beethoven, Ludwing van | Sinfonie No. 5, c-Moll, op.67 | Buenos Aires | Edel Music Argentina | c1995 | MUSICA CLASICA ';; 'MUSICA PARA PIANO | 
###
 |  | La educación argentina en la sociedad del conocimiento | Buenos Aires | Ministerio de Cultura y Educación de la Nación | c 1997 | ESTADO Y EDUCACION | 
###
 |  | Discover en español | Florida | Ideas  Capital | 1997- | FORMACION DE DOCENTES ';; 'CIENCIA Y TECNOLOGIA | 
###
 | Falla, Manuel de | El sombrero de tres picos | London | Chester Music | c1998 | MUSICA CLASICA | 
###
 | Vivaldi, Antonio | The four season | United States | Laser Light Digital | c1998 | MUSICA CLASICA | 
###
 |  | Base de datos de periódicos | Salta | La Biblioteca | 2002 | CULTURA ';; 'PUBLICACIONES PERIODICAS | 
###
 | Beethoven, Ludwing van | Claro de luna | Madrid | Union Musical | 2000 | MUSICA CLASICA | 
###
 |  | Plano de la Capital Federal | Buenos Aires | Editorial Latina | c2001 |  | 
###
 | Beraldi, Jorge | La iluminación en fotografía | Buenos Aires | Lenga | 2000 | FOTOGRAFIA | 
###
 | Abbadie, M. | El niño en el universo del sonido  | Buenos Aires  | Kapelusz | 1977 | EDUCACION MUSICAL | 
###
 | Aberastury, Arminda | La adolescencia normal  | Buenos Aires | Paidós | 1982 | ADOLESCENCIA ';; 'PSICOLOGIA EVOLUTIVA ';; 'PSICOLOGIA DEL NINO | 950-12-1127-4
###
 | Abós, Alvaro | Las organizaciones sindicales y el poder militar [1976-1983]  | Buenos Aires | Centro Editor de América Latina | 1984 | HISTORIA NACIONAL ';; 'SINDICATOS | 9502500590
###
 |  | Los acontecimientos de la actualidad y su utilización en la tarea  del  aula | Buenos Aires | Kapelusz | 1972 | MEDIOS DE COMUNICACION ';; 'PERIODICOS | 
###
 | Acosta Hoyos, Luis Eduardo | Guía práctica para la investigación y redacción de informes  | Buenos Aires | Paidós | 1972 | ELABORACION DE INFORMES ';; 'METODOLOGIA DE LA INVESTIGACION | 
###
 | Adams, Don | Papel de la educación en el desarrollo nacional  | Buenos Aires | Paidós | 1974 | POLITICAS DE EDUCACION | 
###
 | Adams, Georgia Sachs | Medición y evaluación   | Barcelona | Herder | 1975 | MEDICION ';; 'OBJETIVOS DE LA MEDICION ';; 'PRUEBAS DE RENDIMIENTO ';; 'EVALUACION | 
###
 | Zielonka, Liliana | Música maestro  | Buenos Aires | Humanitas | 1992 | EDUCACION MUSICAL ';; 'EDUCACION PREESCOLAR | 9505823169
###
 | Adler, Alfred | Guiando al niño   | Buenos Aires | Paidós | 1977 | ORIENTACION EDUCACIONAL ';; 'PSICOLOGIA DEL NINO | 
###
 | Adrados, Isabel | La orientación del niño   | Buenos Aires | Kapelusz | 1973 | ORIENTACION EDUCACIONAL ';; 'PSICOLOGIA DEL NINO | 
###
 | Aebli, Hans | Una didáctica fundada en la psicología de Jean Piaget  | Buenos Aires | Kapelusz | 1973 | DIDACTICA ';; 'PSICOLOGIA INFANTIL | 
###
 | Afflek, James Q. | Los niños poco dotados en la clase común  | Buenos Aires | Kapelusz | 1980 | ALUMNOS DE APRENDIZAJE LENTO ';; 'REUBICACION EN CLASES NORMALES ';; 'EDUCACION ESPECIAL | 
###
 | Agallo Barrios, Armando G. | Dinámica de grupos | Buenos Aires  | Espacio | 1992 | DINAMICA DE GRUPO ';; 'JUEGOS EDUCATIVOS | 9508020016
###
 | Aguerrondo, Inés | Las instituciones educativas. Cara y seca   | Buenos Aires | Troquel | 1993 | INSTITUCIONES EDUCACIONALES ';; 'GESTION | 9501630692
###
 | Aguerrondo, Inés | El planeamiento educativo como instrumento de cambio | Buenos Aires | Troquel | 1990 | PLANIFICACION DE LA EDUCACION | 
###
 | Aguerrondo, Inés | El planeamiento como instrumento de cambio | Buenos Aires | Troquel | 1991 | PLANEAMIENTO EDUCATIVO | 950163048X
###
 | Agulla, Juan Carlos | Educación, sociedad y cambio social | Buenos Aires | Kapelusz | 1973 | CAMBIO SOCIAL ';; 'EDUCACION Y DESARROLLO | 
###
 | Agulla, Juan Carlos | Sociología de la educación | Buenos Aires | Paidós | 1976 | SOCIOLOGIA DE LA EDUCACION | 
###
 | Cohen, Rachel | Aprendizaje precoz de la lectura | Madrid | Cincel | 1980 | EDUCACION PREESCOLAR ';; 'INICIACION EN LA LECTURA ';; 'MADUREZ PARA LA LECTURA ';; 'LECTURA | 
###
 | Aime, Susana M. | Lengua vosz en onda. Módulo 1 | Buenos Aires | Estrada | 1992 | LENGUAJE ';; 'ENSENANZA DE LA LENGUA MATERNA ';; 'LIBROS DE TEXTO | 9500104605
###
 | Aime, Susana M. | Lengua vosz en onda. Módulo 1  | Buenos Aires | Estrada | 1992 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 9500104605
###
 | Aime, Susana M. | Lengua vosz en onda. Módulo 2 | Buenos Aires | Estrada | 1993 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 9500104605
###
 | Aime, Susana M. | Lengua | Buenos Aires | Estrada | 1995 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 950-01-0544-6
###
 | Aime, Susana M. | Lengua, vosz en creación  | Buenos Aires | Estrada | 1995 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 950-01-0540-3
###
 | Aime, Susana M. | Lengua vosz en onda. Módulo 2 | Buenos Aires | Estrada | 1992 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 9500104605
###
 | Aime, Susana M. | Lengua vosz en onda. Módulo 3  | Buenos Aires | Estrada | 1993 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 9500104605
###
 | Aime, Susana M. | Lengua vosz en onda. módulo 3   | Buenos Aires | Estrada | 1993 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 9500104605
###
 | Aisenstein, Angela | Curriculum presente, ciencia ausente | Buenos Aires | Miño y Dávila | 1995 | EDUCACION FISICA | 9509467626
###
 | Alderoqui, Silvia | Urbania 5 | Buenos Aires | Estrada | 1995 | CIENCIAS SOCIALES ';; 'LIBROS DE TEXTO | 9500105677
###
 | Alexander, Gerda | La  eutonía   | Barcelona | Paidós | 1983 | DESARROLLO MOTOR | 
###
 | Alexandre, Mario | Instrucción cívica  | Buenos Aires | Civismo | 1994 | EDUCACION CIVICA | 9505143273
###
 | Alexandrova, Irina | Educación de la voz   | Buenos Aires | Kapelusz | 1986 | FONETICA | 
###
 | Kaufman, Ana María | Alfabetización de niños, construcción e intercambio   | Buenos Aires | Aique | 1989 | INCIACION EN LA LECTURA ';; 'LECTURA ';; 'ENSENANZA DE LA ESCRITURA ';; 'ESCRITURA ';; 'ALFABETIZACION ';; 'EDUCACION PREESCOLAR | 
###
 | Alfiz, Irene | El  proyecto institucional   | Buenos Aires | Aique | 1997 | INSTITUCIONES EDUCACIONALES | 950701442X
###
 | Almy, Millie | La tarea del educador preescolar  | Buenos Aires | Marymar | 1977 | EDUCACION PREESCOLAR ';; 'PAPEL DEL DOCENTE | 
###
 | Alonso, María Ernestina | Cómo aprenden las personas a respetar los derechos humanos  | Buenos Aires  | Troquel | 1998 | EDUCACION CIVICA ';; 'DERECHOS HUMANOS ';; 'SOCIALIZACION ';; 'LIBROS DE TEXTO | 9501664767
###
 | Alonso, María Ernestina | Los derechos  de las personas  | Buenos Aires | Troquel | 1998 | EDUCACION CIVICA ';; 'DERECHOS HUMANOS ';; 'LIBROS DE TEXTO | 950-16-6475-9
###
 | Alonso, María Ernestina | Educación ética, repensando la educación cívica   | Buenos Aires | Troquel | 199? | EDUCACION CIVICA ';; 'ETICA | 
###
 | Alonso, María Ernestina | Repensando la educación cívica   | Buenos Aires | Troquel | 1996 | EDUCACION CIVICA ';; 'LIBROS DE TEXTO ';; 'DERECHOS CIVICOS | 9501664732
###
 | Alonso, María Ernestina | La historia de las sociedades, del origen del hombre a la Europa moderna | Buenos Aires | Aique | 1997 | CIENCIAS SOCIALES ';; 'HISTORIA UNIVERSAL ';; 'LIBROS DE TEXTO | 950-701-404-7
###
 | Alonso, María Ernestina | Los derechos humanos en las sociedades contemporáneas                       Los derechos civiles      | Buenos Aires | Troquel | 1998 | EDUCACION CIVICA ';; 'DERECHOS HUMANOS ';; 'DERECHOS CIVICOS ';; 'LIBROS DE TEXTO | 9501664783
###
 | Alonso, María Ernestina | Personas, sociedades y culturas   | Buenos Aires | Troquel | 1998 | EDUCACION CIVICA ';; 'DERECHOS HUMANOS ';; 'DERECHOS CIVICOS ';; 'LIBROS DE TEXTO | 9501664700
###
 | Alonso, María Ernestina | Historia argentina y el mundo contemporáneo  | Buenos Aires | Aique | 1995 | CIENCIAS SOCIALES ';; 'HISTORIA NACIONAL ';; 'LIBROS DE TEXTO | 950-701-203-6
###
 | Coll, César Salvador | Aprendizaje escolar y construcción del conocimiento  | Buenos Aires | Paidós | 1996 | PROCESO DE APRENDIZAJE ';; 'ACTIVIDADES DE APRENDIZAJE ';; 'PSICOLOGIA DEL APRENDIZAJE ';; 'APRENDIZAJE | 9501220923
###
 | Alvarado, Maite | El lecturón   | Buenos Aires | Libros del Quirquincho | 1989 | LENGUAJE ';; 'ACTIVIDADES DE APRENDIZAJE ';; 'ESCRITURA ';; 'MEJORA DE LA ESCRITURA ';; 'LECTURA | 95073750X
###
 | Alvarado, Maite | El pequeño lecturón   | Buenos Aires | Libros del Quirquincho | 1991 | LENGUAJE ';; 'ESCRITURA ';; 'MEJORA DE LA ESCRITURA ';; 'ACTIVIDADES DE APRENDIZAJE ';; 'LECTURA | 95073772X
###
 | Alvarado, Maite | Los hacedores de textos   | Buenos Aires | El Hacedor | 1997 | LENGUAJE ';; 'ESCRITURA ';; 'MEJORA DE LA ESCRITURA ';; 'LIBROS DE TEXTO ';; 'ENSENANZA DE LA LENGUA MATERNA | 987-99286-8-7
###
 | Alvarez-Novoa, Carlos | Dramatización   | Madrid | Octaedro | 1997 | TEATRO ';; 'ENSENANZA DE ARTE DRAMATICO ';; 'EDUCACION ARTISTICA | 848063104X
###
 | Alvarez, Luciano | Medios de comunicación y trampas a la democracia   | Buenos Aires | Humanitas - Claeh | 1990 | COMUNICACION ';; 'MEDIOS DE COMUNICACION ';; 'PRENSA | 950-582-286-X
###
 | Alves de Mattos, Luiz | Compendio de didáctica general  | Buenos Aires | Kapelusz | 1982 | DIDACTICA | 
###
 | Allasia, María Guadalupe | Nace el amor  | Buenos Aires | Plus Ultra | 1980 | POESIAS ';; 'POESIAS ROMANTICAS ';; 'LITERATURA JUVENIL ';; 'LITERATURA ARGENTINA | 950-21-0845-7
###
 | Allen, Dwight | Microenseñanza   | Buenos Aires | El Ateneo | 1978 | FORMACION  DOCENTE ';; 'PERFECCIONAMIENTO DEL DOCENTE | 
###
 | Anastasi, Anne | Psicología aplicada | Buenos Aires | Kapelusz | 1978 | PSICOLOGIA | 
###
 | Ander-Egg, Ezequiel | Cómo elaborar un proyecto  | Buenos Aires | Lumen-Humanitas | 1996 | PROYECTOS ';; 'ELABORACION DE INFORMES ';; 'ACCION SOCIAL | 950-724-416-6
###
 | Ander-Egg, Ezequiel | Cómo hacer reuniones eficaces  | Buenos Aires | Magisterio del Río de La Plata | 1992 | COMUNICACION ';; 'REUNIONES | 950-550-083-1
###
 | Ander-Egg, Ezequiel | Cómo elaborar un proyecto | Buenos Aires | Magisterio del Río de La Plata | 1993 | PROYECTOS | 9505501226
###
 | Ander-Egg, Ezequiel | Interdisciplinariedad en educación | Buenos Aires | Magisterio del Río de La Plata | 1994 | PEDAGOGIA ';; 'INTERDISCIPLINARIEDAD | 9505501250
###
 | Ander-Egg, Ezequiel | Introducción a la planificación  | Buenos Aires | Humanitas | 1983 | PLANIFICACION ESCOLAR ';; 'PLANEAMIENTO EDUCATIVO | 
###
 | Ander-Egg, Ezequiel | Diccionario de pedagogía  | Buenos Aires | Magisterio del Río de La Plata | 1997 | DICCIONARIOS ';; 'PEDAGOGIA | 9505502168
###
 | Ander-Egg, Ezequiel | La planificación educativa   | Buenos Aires | Magisterio del Río de La Plata | 1993 | PLANIFICACION ESCOLAR | 9505501102
###
 | Ander-Egg, Ezequiel | Periodismo popular | Buenos Aires | Ideas | 1993 | PERIODISMO | 950582095X
###
 | Ander-Egg, Ezequiel | El taller, una alternativa de renovación pedagógica  | Buenos Aires | Magisterio del Río de la Plata | 1991 | TALLERES ESCOLARES ';; 'TALLERES (METODO PEDAGOGICO) | 950550067X
###
 |  | Los CBC y la enseñanza de la tecnología  | Buenos Aires | A-Z | 1997 | TECNOLOGIA ';; 'ENSENANZA ';; 'DIDACTICA | 9505344058
###
 |  | Los CBC y la enseñanza de la matemática  | Buenos Aires | A-Z | 1998 | ENSENANZA DE LAS MATEMATICAS | 9505344066
###
